fuente,id_articulo,titulo,texto_articulo
orientación auditiva, la
agudeza visual y campimetría,
los tiempos de reacción y
recuperación al
encandilamiento, la capacidad
de coordinación entre la
aceleración y el frenado, la
coordinación integral motriz de
la persona, la discriminación
de colores y la phoria
horizontal y vertical.
Parágrafo 2°. El Ministerio de
Transporte reglamentará para
que en un plazo de hasta 12
meses los centros de
reconocimiento de
conductores cumplan con los
requisitos de habilitación y
acreditación.
Parágrafo 3°. El Ministerio de
Transporte reglamentará los
costos del examen, teniendo
como referencia los valores
actuales, haciendo ajustes
anuales hasta por el índice de
precios al consumidor, IPC."
LEY 1383 DE 2010.pdf,6,,
LEY 1383 DE 2010.pdf,22,de la,"Ley 769 de 2002, quedará así:"
LEY 1383 DE 2010.pdf,22,Vigencia de la,"licencia de conducción. Las
licencias de conducción para
vehículos de servicio diferente
al público, tendrán una
vigencia indefinida. No
obstante, cada cinco (5) años,
https://www.suin-juriscol.gov.co/viewDocument.asp?id=1678441&utm_source=chatgpt.com 259/391
11/20/25, 8:35 PM LEY 1383 DE 2010
el titular de la licencia deberá
refrendarla, para lo cual se
practicará un nuevo examen
de aptitud física, mental y de
coordinación motriz, que
permitirá establecer que se
mantienen las aptitudes
requeridas para conducir.
Las licencias de conducción
para vehículos de servicio
público tendrán una vigencia
de tres (3) años, al cabo de los
cuales se solicitará su
refrendación, presentando un
nuevo examen de aptitud
física, mental y de
coordinación motriz, y el
registro de información o
certificado en el que conste
que se encuentra al día por
concepto de pago de multas
por infracciones a las normas
de tránsito, debidamente
ejecutoriadas.
Parágrafo. Todos los
conductores de servicio
público mayores de sesenta
(60) años deberán refrendar su
licencia de conducción
anualmente, demostrando
mediante el respectivo
examen, su aptitud física,
mental y de coordinación
motriz. De igual manera lo
harán cada tres (3) años los
conductores de servicio
diferente al público, a partir de
los sesenta y cinco (65) años
de edad."
LEY 1383 DE 2010.pdf,7,,
LEY 1383 DE 2010.pdf,26,de la,"Ley 769 de 2002, quedará así:"
LEY 1383 DE 2010.pdf,26,Causales de,"suspensión o cancelación.
La licencia de conducción se
suspenderá:
https://www.suin-juriscol.gov.co/viewDocument.asp?id=1678441&utm_source=chatgpt.com 260/391
11/20/25, 8:35 PM LEY 1383 DE 2010
1. Por disposición de las
autoridades de tránsito,
basada en la imposibilidad
transitoria, física o mental para
conducir, soportado en un
certificado médico o en el
examen de aptitud física,
mental o de coordinación
expedido por un Centro de
Reconocimiento de
Conductores legalmente
habilitado.
2. Por decisión judicial.
3. Por encontrarse en estado
de embriaguez o bajo el efecto
de drogas alucinógenas
determinado por la autoridad
competente de conformidad
con lo consagrado en el"
LEY 1383 DE 2010.pdf,152,de este código.,"4. Por prestar servicio público
de transporte con vehículos
particulares, salvo cuando el
orden público lo justifique,
previa decisión en tal sentido
de la autoridad respectiva.
La licencia de conducción se
cancelará:
1. Por disposición de las
autoridades de tránsito basada
en la imposibilidad permanente
física o mental para conducir,
soportada en un certificado
médico o en el examen de
aptitud física, mental y de
coordinación motriz expedido
por un centro de
reconocimiento de
conductores legalmente
habilitado.
2. Por decisión judicial.
https://www.suin-juriscol.gov.co/viewDocument.asp?id=1678441&utm_source=chatgpt.com 261/391
11/20/25, 8:35 PM LEY 1383 DE 2010
3. Por muerte del titular. La
Registraduría Nacional del
Estado Civil está obligada a
reportar a los sistemas
creados por los artículos 8° y
10 del presente ordenamiento,
el fallecimiento del titular.
4. Reincidencia al encontrarse
conduciendo en cualquier
grado de estado de
embriaguez o bajo el efecto de
drogas alucinógenas
determinado por autoridad
competente, en concordancia
con el"
LEY 1383 DE 2010.pdf,152,de este,"código.
5. Por reincidencia en la
prestación del servicio público
de transporte con vehículos
particulares sin justa causa.
6. Por hacer uso de la licencia
de conducción estando
suspendida.
7. Por obtener por medios
fraudulentos la expedición de
una licencia de conducción, sin
perjuicio de las acciones
penales que correspondan.
Parágrafo.La suspensión o
cancelación de la licencia de
conducción implica la entrega
obligatoria del documento a la
autoridad de tránsito
competente para imponer la
sanción por el período de la
suspensión o a partir de la
cancelación de ella.
La notificación de la
suspensión o cancelación de
la licencia de conducción se
https://www.suin-juriscol.gov.co/viewDocument.asp?id=1678441&utm_source=chatgpt.com 262/391
11/20/25, 8:35 PM LEY 1383 DE 2010
realizará de conformidad con
las disposiciones aplicables
del Código Contencioso
Administrativo.
Transcurridos tres años desde
la cancelación, el conductor
podrá volver a solicitar una
nueva licencia de conducción."
LEY 1383 DE 2010.pdf,8,,
LEY 1383 DE 2010.pdf,28,de la,Ley 769 de 2002 quedará así:
LEY 1383 DE 2010.pdf,28,Condiciones,"tecnomecánicas de
emisiones contaminantes y
de operación. Para que un
vehículo pueda transitar por el
territorio nacional, debe
garantizar como mínimo un
perfecto funcionamiento de
frenos, del sistema de
dirección, del sistema de
suspensión, del sistema de
señales visuales y audibles
permitidas y del sistema de
escape de gases; y demostrar
un estado adecuado de
llantas, del conjunto de vidrios
de seguridad y de los espejos
y cumplir con las normas de
emisiones contaminantes que
establezcan las autoridades
ambientales.
Parágrafo 1°. Las autoridades
de tránsito ejercerán en los
vehículos de servicio público
de transporte, un control y
verificación del correcto
funcionamiento y calibración
de los dispositivos utilizados
para el cobro en la prestación
de un servicio público.
Parágrafo 2°. La
Superintendencia de Puertos y
Transporte, contratará los
https://www.suin-juriscol.gov.co/viewDocument.asp?id=1678441&utm_source=chatgpt.com 263/391
11/20/25, 8:35 PM LEY 1383 DE 2010
servicios de un centro de
llamadas, el cual estará bajo
su vigilancia, inspección y
control, mediante el cual
cualquier persona podrá
reportar la comisión de
infracciones de tránsito, o la
violación al régimen de
sanciones por parte de las
empresas de servicio público
de transporte terrestre
automotor. Las llamadas no
tendrán costo alguno. Los
costos de dicho servicio serán
sufragados por las empresas
de servicio público de
transporte automotor en
proporción al número de
vehículos vinculados.
Con dicho propósito, los
vehículos de servicio público y
oficial, de manera obligatoria
deberán llevar un aviso visible
tanto en el interior como en el
exterior en el que se señale el
número telefónico
correspondiente al centro de
llamadas antes indicado.
Los vehículos de servicio
público deberán llevar además
marcado en los costados y en
el techo el número de la placa
según normas que profiera el
Ministerio de Transporte.
Las obligaciones previstas en
este artículo y la contratación
de los servicios del centro de
llamadas deberán
implementarse en un término
no mayor de un (1) año
contado a partir de la fecha de
promulgación de la presente
ley."
LEY 1383 DE 2010.pdf,9,,"Título II de la Ley 769 de 2002,
quedará así:
https://www.suin-juriscol.gov.co/viewDocument.asp?id=1678441&utm_source=chatgpt.com 264/391
11/20/25, 8:35 PM LEY 1383 DE 2010
CAPITULOVIII
Revisión técnico-mecánica y
de emisiones
contaminantes"
LEY 1383 DE 2010.pdf,10,El,"la Ley 769 de 2002, quedará
así:"
LEY 1383 DE 2010.pdf,50,Condiciones,"mecánicas, ambientales y de
seguridad. Por razones de
seguridad vial y de protección
al ambiente, el propietario o
tenedor del vehículo de placas
nacionales o extranjeras, que
transite por el territorio
nacional, tendrá la obligación
de mantenerlo en óptimas
condiciones mecánicas,
ambientales y de seguridad."
LEY 1383 DE 2010.pdf,11,El,"Ley 769 de 2002, quedará así:"
LEY 1383 DE 2010.pdf,51,Revisión,"periódica de los vehículos.
Todos los vehículos
automotores, deben someterse
anualmente a revisión técnico-
mecánica y de emisiones
contaminantes. Los vehículos
de servicio particular, se
someterán a dicha revisión
cada dos (2) años durante sus
primeros seis (6) años
contados a partir de la fecha
de su matrícula; las
motocicletas lo harán
anualmente.
La revisión estará destinada a
verificar:
https://www.suin-juriscol.gov.co/viewDocument.asp?id=1678441&utm_source=chatgpt.com 265/391
11/20/25, 8:35 PM LEY 1383 DE 2010
1. El adecuado estado de la
carrocería.
2. Niveles de emisión de gases
y elementos contaminantes
acordes con la legislación
vigente sobre la materia.
3. El buen funcionamiento del
sistema mecánico.
4. Funcionamiento adecuado
del sistema eléctrico y del
conjunto óptico.
5. Eficiencia del sistema de
combustión interno.
6. Elementos de seguridad.
7. Buen estado del sistema de
frenos constatando,
especialmente, en el caso en
que este opere con aire, que
no emita señales acústicas por
encima de los niveles
permitidos.
8. Las llantas del vehículo.
9. Del funcionamiento de los
sistemas y elementos de
emergencia.
10. Del buen funcionamiento
de los dispositivos utilizados
para el cobro en la prestación
del servicio público."
LEY 1383 DE 2010.pdf,12,,
LEY 1383 DE 2010.pdf,52,de la,"Ley 769 de 2002, quedará así:
https://www.suin-juriscol.gov.co/viewDocument.asp?id=1678441&utm_source=chatgpt.com 266/391
11/20/25, 8:35 PM LEY 1383 DE 2010"
LEY 1383 DE 2010.pdf,52,Primera revisión,"de los vehículos
automotores. Los vehículos
nuevos se someterán a la
primera revisión técnico-
mecánica y de emisiones
contaminantes al cumplir dos
(2) años contados a partir de
su fecha de matrícula.
Parágrafo. Los vehículos
automotores de placas
extranjeras, que ingresen
temporalmente y hasta por tres
(3) meses al país, no
requerirán la revisión técnico-
mecánica y de emisiones
contaminantes."
LEY 1383 DE 2010.pdf,13,,
LEY 1383 DE 2010.pdf,53,de la,"Ley 769 de 2002, quedará así:"
LEY 1383 DE 2010.pdf,53,Centros de,"diagnóstico automotor. La
revisión técnico-mecánica y de
emisiones contaminantes se
realizará en centros de
diagnóstico automotor,
legalmente constituidos, que
posean las condiciones que
determinen los reglamentos
emitidos por el Ministerio de
Transporte y el Ministerio del
Medio Ambiente en lo de sus
competencias. El Ministerio de
Transporte habilitará dichos
centros, los cuales
previamente deberán contar
con reconocimiento en el
Sistema Nacional de
Normalización, Certificación y
Metrología acreditándose
como organismo de
inspección.
Los requisitos, procedimientos,
pruebas, personal, equipos,
pruebas y sistemas de
información mínimos que debe
https://www.suin-juriscol.gov.co/viewDocument.asp?id=1678441&utm_source=chatgpt.com 267/391
11/20/25, 8:35 PM LEY 1383 DE 2010
acreditar el centro de
diagnóstico automotor, para
obtener la mencionada
acreditación serán estipulados
por la Superintendencia de
Industria y Comercio, con
alcance a lo establecido en la
reglamentación del Ministerio
de Transporte.
Los resultados de la revisión
técnico-mecánica y de
emisiones contaminantes,
serán consignados en un
documento uniforme cuyas
características determinará el
Ministerio de Transporte. Para
la revisión del vehículo
automotor, se requerirá
únicamente la presentación de
su licencia de tránsito y el
correspondiente seguro
obligatorio.
Parágrafo 1°. Quien no porte
dicho documento incurrirá en
las sanciones previstas en la
ley. Para todos los efectos
legales este será considerado
como documento público."
LEY 1383 DE 2010.pdf,14,,
LEY 1383 DE 2010.pdf,54,de la,"Ley 769 de 2002, quedará así:"
LEY 1383 DE 2010.pdf,54,Registro,"computarizado. Los Centros
de diagnóstico automotor
llevarán un registro
computarizado de los
resultados de las revisiones
técnico-mecánicas y de
emisiones contaminantes de
cada vehículo, incluso de los
que no la aprueben."
LEY 1383 DE 2010.pdf,15,El,"Ley 769 de 2002, quedará así:
https://www.suin-juriscol.gov.co/viewDocument.asp?id=1678441&utm_source=chatgpt.com 268/391
11/20/25, 8:35 PM LEY 1383 DE 2010"
LEY 1383 DE 2010.pdf,76,Lugares,"prohibidos para estacionar.
Está prohibido estacionar
vehículos en los siguientes
lugares:
Sobre andenes, zonas verdes
o sobre espacio público
destinado para peatones,
recreación o conservación.
En vías arterias, autopistas,
zonas de seguridad, o dentro
de un cruce.
En vías principales y
colectoras en las cuales
expresamente se indique la
prohibición o la restricción en
relación con horarios o tipos
de vehículos.
En puentes, viaductos,
túneles, pasos bajos,
estructuras elevadas o en
cualquiera de los accesos a
estos.
En zonas expresamente
destinadas para
estacionamiento o parada de
cierto tipo de vehículos,
incluyendo las paradas de
vehículos de servicio público, o
para limitados físicos.
En carriles dedicados al
transporte masivo sin
autorización.
A una distancia mayor de
treinta (30) centímetros de la
acera.
https://www.suin-juriscol.gov.co/viewDocument.asp?id=1678441&utm_source=chatgpt.com 269/391
11/20/25, 8:35 PM LEY 1383 DE 2010
En doble fila de vehículos
estacionados, o frente a
hidrantes y entradas de
garajes.
En curvas.
Donde interfiera con la salida
de vehículos estacionados.
Donde las autoridades de
tránsito lo prohíban.
En zona de seguridad y de
protección de la vía férrea, en
la vía principal, vías
secundarias, apartaderos,
estaciones y anexidades
férreas.
El incumplimiento de esta
norma se sancionará con
treinta (30) salarios mínimos
legales diarios vigentes,
smldv."
LEY 1383 DE 2010.pdf,16,El,"Ley 769 de 2002, quedará así:"
LEY 1383 DE 2010.pdf,91,De los,"paraderos. Todo conductor de
vehículo de servicio público de
transporte terrestre automotor
debe recoger o dejar pasajeros
exclusivamente en los sitios
permitidos por las autoridades
competentes y conforme con
las rutas y horarios, según sea
el caso.
El incumplimiento de esta
norma se sancionará con
treinta (30) smldv, las
empresas de servicio público a
las cuales se encuentren
https://www.suin-juriscol.gov.co/viewDocument.asp?id=1678441&utm_source=chatgpt.com 270/391
11/20/25, 8:35 PM LEY 1383 DE 2010
vinculados tales vehículos
serán solidariamente
responsables por el pago de la
multa."
LEY 1383 DE 2010.pdf,17,El,"la Ley 769 de 2002, quedará
así:"
LEY 1383 DE 2010.pdf,93,Control de,"infracciones de
conductores. Los organismos
de tránsito deberán reportar
diariamente al Sistema
Integrado de Multas y
Sanciones por infracciones de
tránsito las infracciones
impuestas, para que este a su
vez, conforme y mantenga
disponible el Registro Único
Nacional de Tránsito RUNT.
Parágrafo 1°.La
Superintendencia de Puertos y
Transporte sancionará con
multa equivalente a cien
salarios mínimos legales
mensuales vigentes (100
smlmv) a las empresas de
transporte público terrestre
automotor, que tengan en
ejercicio a conductores con
licencia de conducción
suspendida o cancelada.
Parágrafo 2°.Las empresas de
transporte público terrestre
automotor deberán establecer
programas de control y
seguimiento de las
infracciones de tránsito de los
conductores a su servicio.
Dicho programa deberá
enviarse mensualmente por
las empresas de transporte
público terrestre automotor a la
Superintendencia de Puertos y
Transporte. Las empresas que
no cumplan con lo antes
https://www.suin-juriscol.gov.co/viewDocument.asp?id=1678441&utm_source=chatgpt.com 271/391
11/20/25, 8:35 PM LEY 1383 DE 2010
indicado serán sancionadas
por dicha entidad con una
multa equivalente a cien
salarios mínimos legales
mensuales vigentes (100
smlmv)."
LEY 1383 DE 2010.pdf,18,,"2002, tendrá el siguiente
artículo nuevo:"
LEY 1383 DE 2010.pdf,93,,"por multas. Serán
solidariamente responsables
por el pago de multas por
infracciones de tránsito el
propietario y la empresa a la
cual esté vinculado el vehículo
automotor, en aquellas
infracciones imputables a los
propietarios o a las empresas."
LEY 1383 DE 2010.pdf,19,,
LEY 1383 DE 2010.pdf,102,de,"la Ley 769 de 2002, quedará
así:"
LEY 1383 DE 2010.pdf,102,Manejo de,"escombros. Cada municipio
determinará el lugar o lugares
autorizados para la disposición
final de los escombros que se
produzcan en su jurisdicción,
el manejo de estos materiales
se hará debidamente aislado
impidiendo que se disemine
por las vías y de acuerdo con
la normatividad ambiental
vigente, bajo la
responsabilidad del portador
del permiso que haya otorgado
la autoridad de tránsito quien
será responsable del control
de vigilancia del cumplimiento
de la norma, sin perjuicio que
se le determine la
responsabilidad sobre daños
en bienes de uso público. El
incumplimiento de esta norma,
https://www.suin-juriscol.gov.co/viewDocument.asp?id=1678441&utm_source=chatgpt.com 272/391
11/20/25, 8:35 PM LEY 1383 DE 2010
se sancionará con multa de
treinta (30) smldv.
Parágrafo. Será sancionado
con una multa de (30) smldv,
quien transportando
agregados minerales como:
arena, triturado o concretos,
no aísle perfectamente la
carga y permita que ella se
esparza por las vías públicas,
poniendo en riesgo la
seguridad de otros vehículos."
LEY 1383 DE 2010.pdf,20,,
LEY 1383 DE 2010.pdf,122,de,"la Ley 769 de 2002, quedará
así:"
LEY 1383 DE 2010.pdf,122,Tipos de,"sanciones. Las sanciones por
infracciones del presente
código son:
1. Amonestación.
2. Multa.
3. Retención preventiva de la
licencia de conducción.
4. Suspensión de la licencia de
conducción.
5. Suspensión o cancelación
del permiso o registro.
6. Inmovilización del vehículo.
7. Retención preventiva del
vehículo.
https://www.suin-juriscol.gov.co/viewDocument.asp?id=1678441&utm_source=chatgpt.com 273/391
11/20/25, 8:35 PM LEY 1383 DE 2010
8. Cancelación definitiva de la
licencia de conducción.
Las sanciones señaladas en
este artículo se impondrán
como principales o accesorias
al responsable de la infracción,
independientemente de las
sanciones ambientales a que
haya lugar por violación de
cualquiera de las regulaciones,
prohibiciones y restricciones
sobre emisiones
contaminantes y generación
de ruido por fuentes móviles.
Parágrafo 1°. Ante la
Comisión de Infracciones
Ambientales se impondrán, por
las autoridades de tránsito
respectivas, las siguientes
sanciones:
1. Multa equivalente a treinta
(30) salarios mínimos legales
diarios.
2. Suspensión de la licencia de
conducción hasta por seis (6)
meses, por la segunda vez,
además de una multa igual a
la prevista en el numeral 1, si
el conductor fuere el
propietario del vehículo.
3. Revocatoria o caducidad de
la licencia de conducción por
la tercera vez, además de una
multa igual a la prevista en el
numeral 1, si el conductor
fuere propietario del vehículo.
4. Inmovilización del vehículo,
la cual procederá sin perjuicio
de la imposición de las otras
sanciones.
https://www.suin-juriscol.gov.co/viewDocument.asp?id=1678441&utm_source=chatgpt.com 274/391
11/20/25, 8:35 PM LEY 1383 DE 2010
En los casos de infracción a
las prohibiciones sobre
dispositivos o accesorios
generadores del ruido, sobre
sirenas y alarmas, lo mismo
que sobre el uso del
silenciador se procederá a la
inmediata inmovilización del
vehículo, sin perjuicio de las
demás sanciones que
correspondan.
Cuando quiera que se infrinjan
las prohibiciones, restricciones
o regulaciones sobre
emisiones contaminantes por
vehículos automotores, se
seguirá el siguiente
procedimiento:
El agente de vigilancia del
tráfico que detecte o advierta
una infracción a las normas de
emisión de contaminantes o de
generación de ruido por
vehículos automotores,
entregará al presunto infractor
una boleta de citación para
que el vehículo sea
presentado en un centro de
diagnóstico para una
inspección técnica en un
término que no podrá exceder
de quince (15) días. En la
citación se indicará la
modalidad de la presunta
infracción que la ocasiona.
Esto sin perjuicio de la
vigencia del certificado de la
obligatoria revisión técnico-
mecánica y de gases.
Realizada la inspección
técnica y determinada así la
naturaleza de la infracción, el
centro de diagnóstico donde
aquella se hubiere practicado,
entregará al presunto infractor
copia del resultado del examen
practicado al vehículo y
https://www.suin-juriscol.gov.co/viewDocument.asp?id=1678441&utm_source=chatgpt.com 275/391
11/20/25, 8:35 PM LEY 1383 DE 2010
remitirá el original a la
autoridad de tránsito
competente, para que, previa
audiencia del interesado, se
imponga la sanción que en
cada caso proceda.
En caso de que el infractor
citado no presentare el
vehículo para la práctica de la
visita de inspección en la fecha
y hora señaladas, salvo causal
comprobada de fuerza mayor
o caso fortuito, las multas a
que hubiere lugar se
aumentarán hasta en el doble
y el vehículo podrá ser
inmovilizado por la autoridad
de tránsito respectiva, hasta
tanto el infractor garantice
mediante caución la
reparación del vehículo.
Practicada la inspección
técnica, el infractor dispondrá
de un término de quince (15)
días para reparar el vehículo y
corregir la falla que haya sido
detectada en el centro de
diagnóstico y deberá
presentarlo, antes del
vencimiento de este nuevo
término, para la práctica de
una nueva inspección con el
fin de determinar que los
defectos del vehículo,
causantes de la infracción a
las normas ambientales, han
sido corregidos. Vencido el
plazo y practicada la nueva
revisión, si el vehículo no
cumple las normas o es
sorprendido en circulación en
la vía pública, será
inmovilizado.
Cuando la autoridad de
tránsito detecte una ostensible
y grave violación de las
normas ambientales podrá
https://www.suin-juriscol.gov.co/viewDocument.asp?id=1678441&utm_source=chatgpt.com 276/391
11/20/25, 8:35 PM LEY 1383 DE 2010
ordenar al infractor la
inmediata revisión técnica del
vehículo en un centro de
diagnóstico autorizado para la
práctica de la inspección
técnica.
Si practicada la inspección
técnica se establece que el
vehículo cumple las normas
ambientales, no habrá lugar a
la aplicación de multas.
Quedan exentos de inspección
técnica los vehículos
impulsados con motor de
gasolina, durante los tres (3)
primeros meses de vigencia
del certificado de movilización,
a menos que incurran en
flagrante y ostensible violación
de las normas ambientales.
No habrá lugar a inspección
técnica en casos de infracción
a las normas ambientales por
emisión de polvo, partículas, o
humos provenientes de la
carga descubierta de vehículos
automotores.
En tal caso, el agente de
tránsito ordenará la detención
del vehículo y entregará al
infractor un comparendo o
boleta de citación para que
comparezca ante la autoridad
de tránsito competente, a una
audiencia en la que se decidirá
sobre la imposición de la
sanción que proceda.
Los agentes de tránsito podrán
inmovilizar hasta por
veinticuatro (24) horas,
debiendo informar de ello a la
autoridad de tránsito
competente, los vehículos que
https://www.suin-juriscol.gov.co/viewDocument.asp?id=1678441&utm_source=chatgpt.com 277/391
11/20/25, 8:35 PM LEY 1383 DE 2010
ocasionen emisiones fugitivas
provenientes de la carga
descubierta, hasta tanto se
tomen por el infractor las
medidas apropiadas para
impedir dichas emisiones, sin
perjuicio de la aplicación de las
demás sanciones que
correspondan.
Parágrafo 2°. Para efectos del
presente código, y salvo
disposición contraria, la multa
debe entenderse establecida
en salarios mínimos diarios
legales vigentes."
LEY 1383 DE 2010.pdf,21,El,"la Ley 769 de 2002, quedará
así:"
